0,label,score,Datetime,Text,Username,Hashtag
"{'label': 'Negative', 'score': 0.6172946095466614}",Negative,0.6172946095466614,2022-04-20 23:15:19+00:00,‘Betrayal’: 2016 Trump Delegates in #Ohio Ask Him to ‘Reconsider’ Endorsement of ‘Snake Oil Salesman’ #JDVance https://t.co/R0sAovcjA7 https://t.co/Pz1GhGWVg3,Knewz_Currently,JDVance
"{'label': 'Neutral', 'score': 0.5602943897247314}",Neutral,0.5602943897247314,2022-04-20 23:37:22+00:00,"@kurtsteiss @DonaldJTrumpJr @toledonews Daddy's New Presidential Portrait, just released, as #JDVance  dubbed him #AmercasHitler..

Quite a Good Likeness! https://t.co/21Vb36af32",meinnyc130,JDVance
"{'label': 'Negative', 'score': 0.9390516877174377}",Negative,0.9390516877174377,2022-04-20 23:51:43+00:00,@RonFilipkowski JD Vance giving hillbillies a bad reputation. SAD! #JDVance #Trump #GOPBetrayedAmerica #GOPLiesAboutEverything https://t.co/NyqTjuqt2Y,okrah_winfrey,JDVance
"{'label': 'Neutral', 'score': 0.9157047271728516}",Neutral,0.9157047271728516,2022-04-21 00:01:30+00:00,"408
@LancasterCA

#JDVance 
JD Vance pregunta a los estadounidenses ¿Odian a los mexicanos? Donand Trump respalda a Vance porque Donald Trump odia a los mexicanos. Greg Abbot quiere transportar en autobús a los migrantes a Washington D.C",corrigan_david,JDVance
"{'label': 'Neutral', 'score': 0.6498842239379883}",Neutral,0.6498842239379883,2022-04-21 00:07:40+00:00,#Trump and co planning more #Insurrection And giving #JDVance an endorsement Vance says Trump stood up to them And so will I This time I hope our #CapitolPolice are ready They have been planning it And JD pretty much confirmed He is ready https://t.co/orknXlvIyi,MonagonJames,JDVance
"{'label': 'Neutral', 'score': 0.7234535217285156}",Neutral,0.7234535217285156,2022-04-21 00:25:06+00:00,@JDVance1 is right. Focus on home first  #OhioTownHall @newsmax #Newsmax #JDVance,red_2a,JDVance
"{'label': 'Neutral', 'score': 0.7430243492126465}",Neutral,0.7430243492126465,2022-04-21 01:08:44+00:00,#JDVance #AndrewJackson #TrailOfTears https://t.co/edvvA22CYH,Dsquared75,JDVance
"{'label': 'Negative', 'score': 0.8240255117416382}",Negative,0.8240255117416382,2022-04-21 03:30:30+00:00,@RonFilipkowski The “JD” stands #JustDumb #JDVance,jdhendryx,JDVance
"{'label': 'Neutral', 'score': 0.9168270230293274}",Neutral,0.9168270230293274,2022-04-21 03:35:34+00:00,"@RockinRobinsCA 
#JDVance 
JD Vance pregunta a los estadounidenses ¿Odian a los mexicanos? Donand Trump respalda a Vance porque Donald Trump odia a los mexicanos. Greg Abbot quiere transportar en autobús a los migrantes a Washington D.C",corrigan_david,JDVance
"{'label': 'Neutral', 'score': 0.9223200678825378}",Neutral,0.9223200678825378,2022-04-21 04:43:28+00:00,"102
@RockinRobinsCA

#JDVance 
JD Vance pregunta a los estadounidenses ¿Odian a los mexicanos? Donand Trump respalda a Vance porque Donald Trump odia a los mexicanos. Greg Abbot quiere transportar en autobús a los migrantes a Washington D.C",corrigan_david,JDVance
"{'label': 'Neutral', 'score': 0.9207529425621033}",Neutral,0.9207529425621033,2022-04-21 04:43:36+00:00,"103
@RockinRobinsCA

#JDVance 
JD Vance pregunta a los estadounidenses ¿Odian a los mexicanos? Donand Trump respalda a Vance porque Donald Trump odia a los mexicanos. Greg Abbot quiere transportar en autobús a los migrantes a Washington D.C",corrigan_david,JDVance
"{'label': 'Neutral', 'score': 0.9205199480056763}",Neutral,0.9205199480056763,2022-04-21 04:43:44+00:00,"104
@RockinRobinsCA

#JDVance 
JD Vance pregunta a los estadounidenses ¿Odian a los mexicanos? Donand Trump respalda a Vance porque Donald Trump odia a los mexicanos. Greg Abbot quiere transportar en autobús a los migrantes a Washington D.C",corrigan_david,JDVance
"{'label': 'Neutral', 'score': 0.919881284236908}",Neutral,0.919881284236908,2022-04-21 04:43:52+00:00,"105
@RockinRobinsCA

#JDVance 
JD Vance pregunta a los estadounidenses ¿Odian a los mexicanos? Donand Trump respalda a Vance porque Donald Trump odia a los mexicanos. Greg Abbot quiere transportar en autobús a los migrantes a Washington D.C",corrigan_david,JDVance
"{'label': 'Neutral', 'score': 0.9232044816017151}",Neutral,0.9232044816017151,2022-04-21 04:44:01+00:00,"106
@RockinRobinsCA

#JDVance 
JD Vance pregunta a los estadounidenses ¿Odian a los mexicanos? Donand Trump respalda a Vance porque Donald Trump odia a los mexicanos. Greg Abbot quiere transportar en autobús a los migrantes a Washington D.C",corrigan_david,JDVance
"{'label': 'Neutral', 'score': 0.9214935302734375}",Neutral,0.9214935302734375,2022-04-21 04:45:41+00:00,"107
@RockinRobinsCA

#JDVance 
JD Vance pregunta a los estadounidenses ¿Odian a los mexicanos? Donand Trump respalda a Vance porque Donald Trump odia a los mexicanos. Greg Abbot quiere transportar en autobús a los migrantes a Washington D.C",corrigan_david,JDVance
"{'label': 'Neutral', 'score': 0.9198119640350342}",Neutral,0.9198119640350342,2022-04-21 04:45:49+00:00,"108
@RockinRobinsCA

#JDVance 
JD Vance pregunta a los estadounidenses ¿Odian a los mexicanos? Donand Trump respalda a Vance porque Donald Trump odia a los mexicanos. Greg Abbot quiere transportar en autobús a los migrantes a Washington D.C",corrigan_david,JDVance
"{'label': 'Neutral', 'score': 0.9218635559082031}",Neutral,0.9218635559082031,2022-04-21 04:45:56+00:00,"109
@RockinRobinsCA

#JDVance 
JD Vance pregunta a los estadounidenses ¿Odian a los mexicanos? Donand Trump respalda a Vance porque Donald Trump odia a los mexicanos. Greg Abbot quiere transportar en autobús a los migrantes a Washington D.C",corrigan_david,JDVance
"{'label': 'Neutral', 'score': 0.918990433216095}",Neutral,0.918990433216095,2022-04-21 04:46:06+00:00,"110
@RockinRobinsCA

#JDVance 
JD Vance pregunta a los estadounidenses ¿Odian a los mexicanos? Donand Trump respalda a Vance porque Donald Trump odia a los mexicanos. Greg Abbot quiere transportar en autobús a los migrantes a Washington D.C",corrigan_david,JDVance
"{'label': 'Neutral', 'score': 0.915644645690918}",Neutral,0.915644645690918,2022-04-21 04:46:15+00:00,"111
@RockinRobinsCA

#JDVance 
JD Vance pregunta a los estadounidenses ¿Odian a los mexicanos? Donand Trump respalda a Vance porque Donald Trump odia a los mexicanos. Greg Abbot quiere transportar en autobús a los migrantes a Washington D.C",corrigan_david,JDVance
"{'label': 'Neutral', 'score': 0.9201281666755676}",Neutral,0.9201281666755676,2022-04-21 04:46:25+00:00,"112
@RockinRobinsCA

#JDVance 
JD Vance pregunta a los estadounidenses ¿Odian a los mexicanos? Donand Trump respalda a Vance porque Donald Trump odia a los mexicanos. Greg Abbot quiere transportar en autobús a los migrantes a Washington D.C",corrigan_david,JDVance
"{'label': 'Neutral', 'score': 0.922351598739624}",Neutral,0.922351598739624,2022-04-21 04:46:36+00:00,"113
@RockinRobinsCA

#JDVance 
JD Vance pregunta a los estadounidenses ¿Odian a los mexicanos? Donand Trump respalda a Vance porque Donald Trump odia a los mexicanos. Greg Abbot quiere transportar en autobús a los migrantes a Washington D.C",corrigan_david,JDVance
"{'label': 'Neutral', 'score': 0.9181934595108032}",Neutral,0.9181934595108032,2022-04-21 04:47:03+00:00,"114
@RockinRobinsCA

#JDVance 
JD Vance pregunta a los estadounidenses ¿Odian a los mexicanos? Donand Trump respalda a Vance porque Donald Trump odia a los mexicanos. Greg Abbot quiere transportar en autobús a los migrantes a Washington D.C",corrigan_david,JDVance
"{'label': 'Neutral', 'score': 0.9236530661582947}",Neutral,0.9236530661582947,2022-04-21 04:47:12+00:00,"115
@RockinRobinsCA

#JDVance 
JD Vance pregunta a los estadounidenses ¿Odian a los mexicanos? Donand Trump respalda a Vance porque Donald Trump odia a los mexicanos. Greg Abbot quiere transportar en autobús a los migrantes a Washington D.C",corrigan_david,JDVance
"{'label': 'Neutral', 'score': 0.9230363368988037}",Neutral,0.9230363368988037,2022-04-21 04:47:20+00:00,"116
@RockinRobinsCA

#JDVance 
JD Vance pregunta a los estadounidenses ¿Odian a los mexicanos? Donand Trump respalda a Vance porque Donald Trump odia a los mexicanos. Greg Abbot quiere transportar en autobús a los migrantes a Washington D.C",corrigan_david,JDVance
"{'label': 'Neutral', 'score': 0.9219849109649658}",Neutral,0.9219849109649658,2022-04-21 04:47:28+00:00,"117
@RockinRobinsCA

#JDVance 
JD Vance pregunta a los estadounidenses ¿Odian a los mexicanos? Donand Trump respalda a Vance porque Donald Trump odia a los mexicanos. Greg Abbot quiere transportar en autobús a los migrantes a Washington D.C",corrigan_david,JDVance
"{'label': 'Neutral', 'score': 0.9205038547515869}",Neutral,0.9205038547515869,2022-04-21 04:47:35+00:00,"118
@RockinRobinsCA

#JDVance 
JD Vance pregunta a los estadounidenses ¿Odian a los mexicanos? Donand Trump respalda a Vance porque Donald Trump odia a los mexicanos. Greg Abbot quiere transportar en autobús a los migrantes a Washington D.C",corrigan_david,JDVance
"{'label': 'Neutral', 'score': 0.9167587161064148}",Neutral,0.9167587161064148,2022-04-21 04:47:55+00:00,"119
@RockinRobinsCA

#JDVance 
JD Vance pregunta a los estadounidenses ¿Odian a los mexicanos? Donand Trump respalda a Vance porque Donald Trump odia a los mexicanos. Greg Abbot quiere transportar en autobús a los migrantes a Washington D.C",corrigan_david,JDVance
"{'label': 'Neutral', 'score': 0.920303225517273}",Neutral,0.920303225517273,2022-04-21 04:48:06+00:00,"120
@RockinRobinsCA

#JDVance 
JD Vance pregunta a los estadounidenses ¿Odian a los mexicanos? Donand Trump respalda a Vance porque Donald Trump odia a los mexicanos. Greg Abbot quiere transportar en autobús a los migrantes a Washington D.C",corrigan_david,JDVance
"{'label': 'Neutral', 'score': 0.9240787029266357}",Neutral,0.9240787029266357,2022-04-21 04:48:46+00:00,"121
@RockinRobinsCA

#JDVance 
JD Vance pregunta a los estadounidenses ¿Odian a los mexicanos? Donand Trump respalda a Vance porque Donald Trump odia a los mexicanos. Greg Abbot quiere transportar en autobús a los migrantes a Washington D.C",corrigan_david,JDVance
"{'label': 'Neutral', 'score': 0.9198266267776489}",Neutral,0.9198266267776489,2022-04-21 04:48:55+00:00,"122
@RockinRobinsCA

#JDVance 
JD Vance pregunta a los estadounidenses ¿Odian a los mexicanos? Donand Trump respalda a Vance porque Donald Trump odia a los mexicanos. Greg Abbot quiere transportar en autobús a los migrantes a Washington D.C",corrigan_david,JDVance
"{'label': 'Neutral', 'score': 0.9235443472862244}",Neutral,0.9235443472862244,2022-04-21 04:49:07+00:00,"123
@RockinRobinsCA

#JDVance 
JD Vance pregunta a los estadounidenses ¿Odian a los mexicanos? Donand Trump respalda a Vance porque Donald Trump odia a los mexicanos. Greg Abbot quiere transportar en autobús a los migrantes a Washington D.C",corrigan_david,JDVance
"{'label': 'Neutral', 'score': 0.9196625351905823}",Neutral,0.9196625351905823,2022-04-21 04:49:15+00:00,"124
@RockinRobinsCA

#JDVance 
JD Vance pregunta a los estadounidenses ¿Odian a los mexicanos? Donand Trump respalda a Vance porque Donald Trump odia a los mexicanos. Greg Abbot quiere transportar en autobús a los migrantes a Washington D.C",corrigan_david,JDVance
"{'label': 'Neutral', 'score': 0.9215679168701172}",Neutral,0.9215679168701172,2022-04-21 04:49:23+00:00,"125
@RockinRobinsCA

#JDVance 
JD Vance pregunta a los estadounidenses ¿Odian a los mexicanos? Donand Trump respalda a Vance porque Donald Trump odia a los mexicanos. Greg Abbot quiere transportar en autobús a los migrantes a Washington D.C",corrigan_david,JDVance
"{'label': 'Neutral', 'score': 0.9234381318092346}",Neutral,0.9234381318092346,2022-04-21 04:49:32+00:00,"126
@RockinRobinsCA

#JDVance 
JD Vance pregunta a los estadounidenses ¿Odian a los mexicanos? Donand Trump respalda a Vance porque Donald Trump odia a los mexicanos. Greg Abbot quiere transportar en autobús a los migrantes a Washington D.C",corrigan_david,JDVance
"{'label': 'Neutral', 'score': 0.9222958087921143}",Neutral,0.9222958087921143,2022-04-21 04:49:40+00:00,"127
@RockinRobinsCA

#JDVance 
JD Vance pregunta a los estadounidenses ¿Odian a los mexicanos? Donand Trump respalda a Vance porque Donald Trump odia a los mexicanos. Greg Abbot quiere transportar en autobús a los migrantes a Washington D.C",corrigan_david,JDVance
"{'label': 'Neutral', 'score': 0.92474764585495}",Neutral,0.92474764585495,2022-04-21 04:49:50+00:00,"128
@RockinRobinsCA

#JDVance 
JD Vance pregunta a los estadounidenses ¿Odian a los mexicanos? Donand Trump respalda a Vance porque Donald Trump odia a los mexicanos. Greg Abbot quiere transportar en autobús a los migrantes a Washington D.C",corrigan_david,JDVance
"{'label': 'Neutral', 'score': 0.9210317730903625}",Neutral,0.9210317730903625,2022-04-21 04:49:58+00:00,"129
@RockinRobinsCA

#JDVance 
JD Vance pregunta a los estadounidenses ¿Odian a los mexicanos? Donand Trump respalda a Vance porque Donald Trump odia a los mexicanos. Greg Abbot quiere transportar en autobús a los migrantes a Washington D.C",corrigan_david,JDVance
"{'label': 'Neutral', 'score': 0.9216210842132568}",Neutral,0.9216210842132568,2022-04-21 04:50:06+00:00,"130
@RockinRobinsCA

#JDVance 
JD Vance pregunta a los estadounidenses ¿Odian a los mexicanos? Donand Trump respalda a Vance porque Donald Trump odia a los mexicanos. Greg Abbot quiere transportar en autobús a los migrantes a Washington D.C",corrigan_david,JDVance
"{'label': 'Neutral', 'score': 0.9245720505714417}",Neutral,0.9245720505714417,2022-04-21 04:50:15+00:00,"131
@RockinRobinsCA

#JDVance 
JD Vance pregunta a los estadounidenses ¿Odian a los mexicanos? Donand Trump respalda a Vance porque Donald Trump odia a los mexicanos. Greg Abbot quiere transportar en autobús a los migrantes a Washington D.C",corrigan_david,JDVance
"{'label': 'Neutral', 'score': 0.9247602224349976}",Neutral,0.9247602224349976,2022-04-21 04:50:24+00:00,"132
@RockinRobinsCA

#JDVance 
JD Vance pregunta a los estadounidenses ¿Odian a los mexicanos? Donand Trump respalda a Vance porque Donald Trump odia a los mexicanos. Greg Abbot quiere transportar en autobús a los migrantes a Washington D.C",corrigan_david,JDVance
"{'label': 'Neutral', 'score': 0.9266231060028076}",Neutral,0.9266231060028076,2022-04-21 04:54:02+00:00,"134
@RockinRobinsCA

#JDVance 
JD Vance pregunta a los estadounidenses ¿Odian a los mexicanos? Donand Trump respalda a Vance porque Donald Trump odia a los mexicanos. Greg Abbot quiere transportar en autobús a los migrantes a Washington D.C",corrigan_david,JDVance
"{'label': 'Neutral', 'score': 0.9289574027061462}",Neutral,0.9289574027061462,2022-04-21 04:54:12+00:00,"135
@RockinRobinsCA

#JDVance 
JD Vance pregunta a los estadounidenses ¿Odian a los mexicanos? Donand Trump respalda a Vance porque Donald Trump odia a los mexicanos. Greg Abbot quiere transportar en autobús a los migrantes a Washington D.C",corrigan_david,JDVance
"{'label': 'Neutral', 'score': 0.9234803318977356}",Neutral,0.9234803318977356,2022-04-21 04:54:21+00:00,"136
@RockinRobinsCA

#JDVance 
JD Vance pregunta a los estadounidenses ¿Odian a los mexicanos? Donand Trump respalda a Vance porque Donald Trump odia a los mexicanos. Greg Abbot quiere transportar en autobús a los migrantes a Washington D.C",corrigan_david,JDVance
"{'label': 'Neutral', 'score': 0.9249873757362366}",Neutral,0.9249873757362366,2022-04-21 04:54:30+00:00,"137
@RockinRobinsCA

#JDVance 
JD Vance pregunta a los estadounidenses ¿Odian a los mexicanos? Donand Trump respalda a Vance porque Donald Trump odia a los mexicanos. Greg Abbot quiere transportar en autobús a los migrantes a Washington D.C",corrigan_david,JDVance
"{'label': 'Neutral', 'score': 0.9214094877243042}",Neutral,0.9214094877243042,2022-04-21 04:54:38+00:00,"138
@RockinRobinsCA

#JDVance 
JD Vance pregunta a los estadounidenses ¿Odian a los mexicanos? Donand Trump respalda a Vance porque Donald Trump odia a los mexicanos. Greg Abbot quiere transportar en autobús a los migrantes a Washington D.C",corrigan_david,JDVance
"{'label': 'Neutral', 'score': 0.9200847744941711}",Neutral,0.9200847744941711,2022-04-21 05:01:28+00:00,"139
@RockinRobinsCA

#JDVance 
JD Vance pregunta a los estadounidenses ¿Odian a los mexicanos? Donand Trump respalda a Vance porque Donald Trump odia a los mexicanos. Greg Abbot quiere transportar en autobús a los migrantes a Washington D.C",corrigan_david,JDVance
"{'label': 'Neutral', 'score': 0.9200140237808228}",Neutral,0.9200140237808228,2022-04-21 05:01:53+00:00,"142
@RockinRobinsCA

#JDVance 
JD Vance pregunta a los estadounidenses ¿Odian a los mexicanos? Donand Trump respalda a Vance porque Donald Trump odia a los mexicanos. Greg Abbot quiere transportar en autobús a los migrantes a Washington D.C",corrigan_david,JDVance
"{'label': 'Neutral', 'score': 0.9203119874000549}",Neutral,0.9203119874000549,2022-04-21 05:02:05+00:00,"143
@RockinRobinsCA

#JDVance 
JD Vance pregunta a los estadounidenses ¿Odian a los mexicanos? Donand Trump respalda a Vance porque Donald Trump odia a los mexicanos. Greg Abbot quiere transportar en autobús a los migrantes a Washington D.C",corrigan_david,JDVance
"{'label': 'Neutral', 'score': 0.9193130135536194}",Neutral,0.9193130135536194,2022-04-21 05:02:14+00:00,"144
@RockinRobinsCA

#JDVance 
JD Vance pregunta a los estadounidenses ¿Odian a los mexicanos? Donand Trump respalda a Vance porque Donald Trump odia a los mexicanos. Greg Abbot quiere transportar en autobús a los migrantes a Washington D.C",corrigan_david,JDVance
"{'label': 'Neutral', 'score': 0.9223187565803528}",Neutral,0.9223187565803528,2022-04-21 05:02:25+00:00,"145
@RockinRobinsCA

#JDVance 
JD Vance pregunta a los estadounidenses ¿Odian a los mexicanos? Donand Trump respalda a Vance porque Donald Trump odia a los mexicanos. Greg Abbot quiere transportar en autobús a los migrantes a Washington D.C",corrigan_david,JDVance
"{'label': 'Neutral', 'score': 0.9228670597076416}",Neutral,0.9228670597076416,2022-04-21 05:02:40+00:00,"146
@RockinRobinsCA

#JDVance 
JD Vance pregunta a los estadounidenses ¿Odian a los mexicanos? Donand Trump respalda a Vance porque Donald Trump odia a los mexicanos. Greg Abbot quiere transportar en autobús a los migrantes a Washington D.C",corrigan_david,JDVance
"{'label': 'Neutral', 'score': 0.9244228005409241}",Neutral,0.9244228005409241,2022-04-21 05:02:49+00:00,"147
@RockinRobinsCA

#JDVance 
JD Vance pregunta a los estadounidenses ¿Odian a los mexicanos? Donand Trump respalda a Vance porque Donald Trump odia a los mexicanos. Greg Abbot quiere transportar en autobús a los migrantes a Washington D.C",corrigan_david,JDVance
